"Parasite.species","Parasite.group","minLCL","maxLCL","midLCL","Host.no","Facultative","Stage","Def.int","Flex.cycle","Length","Width","Biovolume","Host.nofac","complete_size"
"Dracunculus insignis","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",0.629,NA,NA,"2nd","incomplete"
"Dracunculus insignis","nematode",2,3,2.5,3,"no","adult","def","yes",252.5,1.1025,244.192855370881,"3rd","incomplete"
"Dracunculus medinensis","nematode",2,2,2,0,NA,"free larva",NA,"no",0.48625,0.039,0.000592658312507061,"propagule","complete"
"Dracunculus medinensis","nematode",2,2,2,1,"no","1larv","int","no",0.451,0.018,0.000114765521228289,"1st","complete"
"Dracunculus medinensis","nematode",2,2,2,2,"no","adult","def","no",480,1.5,1075.17736076763,"2nd","complete"
"Dracunculus oesophagea","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.475,0.018,0.000120872777346867,"propagule","incomplete"
"Dracunculus oesophagea","nematode",2,3,2.5,1,"no","1larv","int","yes",0.51,0.04,0.000640884901332318,"1st","incomplete"
"Dracunculus oesophagea","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Dracunculus oesophagea","nematode",2,3,2.5,3,"no","adult","def","yes",358.5,0.55,85.1734855773405,"3rd","incomplete"
"Dracunculus ophidensis","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.43,0.016,8.64566298267911e-05,"propagule","incomplete"
"Dracunculus ophidensis","nematode",2,3,2.5,1,"no","1larv","int","yes",0.62,NA,NA,"1st","incomplete"
"Dracunculus ophidensis","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Dracunculus ophidensis","nematode",2,3,2.5,3,"no","adult","def","yes",250,NA,NA,"3rd","incomplete"
"Drepanidotaenia bisacculina","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Drepanidotaenia bisacculina","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Drepanidotaenia bisacculina","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Drepanidotaenia lanceolata","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Drepanidotaenia lanceolata","cestode",2,2,2,1,"no","1larv","int","no",0.1475,0.1075,0.01585625,"1st","incomplete"
"Drepanidotaenia lanceolata","cestode",2,2,2,2,"no","adult","def","no",107.833333333333,10.3333333333333,1157.25,"2nd","incomplete"
"Duplicibothrium minutum","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Duplicibothrium minutum","cestode",2,2,2,1,"no","1larv","int","no",0.618333333333333,0.147,0.00704324259883501,"1st","incomplete"
"Duplicibothrium minutum","cestode",2,2,2,2,"no","adult","def","no",4.7555,0.255,1.226705,"2nd","incomplete"
"Echinobothrium affine","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinobothrium affine","cestode",2,2,2,1,"no","1larv","int","no",1.7,0.55,0.486946861306418,"1st","incomplete"
"Echinobothrium affine","cestode",2,2,2,2,"no","adult","def","no",5.95,0.63,3.7485,"2nd","incomplete"
"Echinobothrium benedeni","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinobothrium benedeni","cestode",2,2,2,1,"no","1larv","int","no",1.6,0.6,0.45238934211693,"1st","incomplete"
"Echinobothrium benedeni","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Echinobothrium chisholmae","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinobothrium chisholmae","cestode",2,2,2,1,"no","1larv","int","no",0.39,0.32,0.0313656610534405,"1st","incomplete"
"Echinobothrium chisholmae","cestode",2,2,2,2,"no","adult","def","no",1.97,0.16,0.3152,"2nd","incomplete"
"Echinobothrium lateroporum","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinobothrium lateroporum","cestode",2,2,2,1,"no","1larv","int","no",0.405,0.155,0.0076420223046276,"1st","incomplete"
"Echinobothrium lateroporum","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Echinobothrium reesae","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinobothrium reesae","cestode",2,2,2,1,"no","1larv","int","no",4.25,1.23,2.73711259944011,"1st","incomplete"
"Echinobothrium reesae","cestode",2,2,2,2,"no","adult","def","no",12.5,NA,NA,"2nd","incomplete"
"Echinobothrium typus","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinobothrium typus","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Echinobothrium typus","cestode",2,2,2,2,"no","adult","def","no",4.66,0.355,1.3561,"2nd","incomplete"
"Echinocephalus overstreeti","nematode",2,2,2,0,NA,"free larva",NA,"no",0.114,0.009,7.25236664081204e-06,"propagule","incomplete"
"Echinocephalus overstreeti","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Echinocephalus overstreeti","nematode",2,2,2,2,"no","adult","def","no",38.2633333333333,1.03033333333333,42.6422861441677,"2nd","incomplete"
"Echinocephalus pseudouncinatus","nematode",2,2,2,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinocephalus pseudouncinatus","nematode",2,2,2,1,"no","1larv","int","no",18.64,0.6388,5.97400531035355,"1st","incomplete"
"Echinocephalus pseudouncinatus","nematode",2,2,2,2,"no","adult","def","no",46,1.52,83.4708601688194,"2nd","incomplete"
"Echinocephalus sinensis","nematode",2,2,2,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinocephalus sinensis","nematode",2,2,2,1,"no","1larv","int","no",11.4,0.283,0.717079989995056,"1st","incomplete"
"Echinocephalus sinensis","nematode",2,2,2,2,"no","adult","def","no",28,0.427,4.00962412855461,"2nd","incomplete"
"Echinocephalus uncinatus","nematode",2,2,2,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinocephalus uncinatus","nematode",2,2,2,1,"no","1larv","int","no",13.525,0.64,5.07349345746534,"1st","incomplete"
"Echinocephalus uncinatus","nematode",2,2,2,2,"no","adult","def","no",30.9,0.86,17.9492068829465,"2nd","incomplete"
"Echinocotyle clanguli","cestode",2,2,2,0,NA,"embryo",NA,"no",0.039,0.023,0.000469668101711674,"propagule","complete"
"Echinocotyle clanguli","cestode",2,2,2,1,"no","1larv","int","no",0.18,0.1675,0.0157865030842887,"1st","complete"
"Echinocotyle clanguli","cestode",2,2,2,2,"no","adult","def","no",77,0.795,61.215,"2nd","complete"
"Echinocotyle clerci","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinocotyle clerci","cestode",2,2,2,1,"no","1larv","int","no",0.28,0.23,0.0337197611485305,"1st","incomplete"
"Echinocotyle clerci","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Echinocotyle druzniensis","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinocotyle druzniensis","cestode",2,2,2,1,"no","1larv","int","no",0.18,0.15,0.0141371669411541,"1st","incomplete"
"Echinocotyle druzniensis","cestode",2,2,2,2,"no","adult","def","no",0.78,0.14,0.1092,"2nd","incomplete"
"Echinocotyle rosseteri","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Echinocotyle rosseteri","cestode",2,3,2.5,1,"no","1larv","int","yes",0.23,0.23,0.02769837522915,"1st","incomplete"
"Echinocotyle rosseteri","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.187,0.151,0.0147848586265692,"2nd","incomplete"
"Echinocotyle rosseteri","cestode",2,3,2.5,3,"no","adult","def","yes",1.4925,0.2675,0.421075,"3rd","incomplete"
"Echinorhynchus borealis","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.0665,0.0115,0.000400422163638799,"propagule","complete"
"Echinorhynchus borealis","acanthocephalan",2,2,2,1,"no","1larv","int","no",3.3713988095,0.3393353175,0.358250944408796,"1st","complete"
"Echinorhynchus borealis","acanthocephalan",2,2,2,2,"no","adult","def","no",7.25833333333333,1.225,7.53499570420234,"2nd","complete"
"Echinorhynchus bothniensis","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.073,0.017,0.000649786080517489,"propagule","incomplete"
"Echinorhynchus bothniensis","acanthocephalan",2,2,2,1,"no","1larv","int","no",4.065,NA,NA,"1st","incomplete"
"Echinorhynchus bothniensis","acanthocephalan",2,2,2,2,"no","adult","def","no",17.4,2.0075,55.7818639027373,"2nd","incomplete"
"Echinorhynchus gadi","acanthocephalan",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Echinorhynchus gadi","acanthocephalan",2,3,2.5,1,"no","1larv","int","yes",3.344,0.3365,0.297389949570534,"1st","incomplete"
"Echinorhynchus gadi","acanthocephalan",2,3,2.5,2,"no","adult","def","yes",28.8,1.061,30.2713750338972,"2nd","incomplete"
"Echinorhynchus lageniformis","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.055,0.015,0.000431968989868597,"propagule","complete"
"Echinorhynchus lageniformis","acanthocephalan",2,2,2,1,"no","1larv","int","no",1.41,0.306,0.103693574823316,"1st","complete"
"Echinorhynchus lageniformis","acanthocephalan",2,2,2,2,"no","adult","def","no",3.371,0.8225,1.590220813807,"2nd","complete"
"Echinorhynchus leidyi","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinorhynchus leidyi","acanthocephalan",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Echinorhynchus leidyi","acanthocephalan",2,2,2,2,"no","adult","def","no",15.7,1.2,18.5479630267941,"2nd","incomplete"
"Echinorhynchus salmonis","acanthocephalan",2,3,2.5,0,NA,"embryo",NA,"yes",0.06,0.014,0.000439822971502571,"propagule","complete"
"Echinorhynchus salmonis","acanthocephalan",2,3,2.5,1,"no","1larv","int","yes",4.733333333,0.524,1.02075036752973,"1st","complete"
"Echinorhynchus salmonis","acanthocephalan",2,3,2.5,2,"no","adult","def","yes",6.96666666666667,1.68,15.5747387954857,"2nd","complete"
"Echinorhynchus sp.","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.047,0.015,0.000369137136796801,"propagule","complete"
"Echinorhynchus sp.","acanthocephalan",2,2,2,1,"no","1larv","int","no",2.85,0.275,0.169277847904756,"1st","complete"
"Echinorhynchus sp.","acanthocephalan",2,2,2,2,"no","adult","def","no",27.9,1.218,32.5078809962734,"2nd","complete"
"Echinorhynchus truttae","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.082,0.025,0.0010786134777325,"propagule","complete"
"Echinorhynchus truttae","acanthocephalan",2,2,2,1,"no","1larv","int","no",4.9826666666,0.3,0.424115008234622,"1st","complete"
"Echinorhynchus truttae","acanthocephalan",2,2,2,2,"no","adult","def","no",15.5,1.11333333333333,15.0633869952487,"2nd","complete"
"Echinuria uncinata","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Echinuria uncinata","nematode",2,2,2,1,"no","1larv","int","no",1.495,NA,NA,"1st","incomplete"
"Echinuria uncinata","nematode",2,2,2,2,"no","adult","def","no",10.325,0.8,7.18796399141345,"2nd","incomplete"
"Elaphostrongylus alces","nematode",2,2,2,0,NA,"free larva",NA,"no",0.40665,0.01798,0.000103880439141962,"propagule","complete"
"Elaphostrongylus alces","nematode",2,2,2,1,"no","1larv","int","no",0.73152,0.03889,0.000870351992561228,"1st","complete"
"Elaphostrongylus alces","nematode",2,2,2,2,"no","adult","def","no",58.125,0.251,3.07572769098573,"2nd","complete"
"Elaphostrongylus cervi","nematode",2,2,2,0,NA,"free larva",NA,"no",0.40925,0.0193125,0.000120108499030957,"propagule","complete"
"Elaphostrongylus cervi","nematode",2,2,2,1,"no","1larv","int","no",0.961,0.045,0.00155579600727217,"1st","complete"
"Elaphostrongylus cervi","nematode",2,2,2,2,"no","adult","def","no",55.5625,0.19325,1.68633345263134,"2nd","complete"
"Elaphostrongylus rangiferi","nematode",2,2,2,0,NA,"free larva",NA,"no",0.385375,0.017975,0.000101214004099131,"propagule","complete"
"Elaphostrongylus rangiferi","nematode",2,2,2,1,"no","1larv","int","no",0.779416666666667,0.0425,0.00139155157984709,"1st","complete"
"Elaphostrongylus rangiferi","nematode",2,2,2,2,"no","adult","def","no",43.426666666,0.2054666666,1.47452321506484,"2nd","complete"
"Enterobius vermicularis","nematode",1,1,1,0,NA,"embryo",NA,"no",0.145,NA,NA,"propagule","incomplete"
"Enterobius vermicularis","nematode",1,1,1,1,"no","adult","def","no",9.5,0.5625,2.61083530098136,"1st","incomplete"
"Epomidiostomum uncinatum","nematode",1,1,1,0,NA,"free larva",NA,"no",0.42375,0.013,5.7406715258128e-05,"propagule","complete"
"Epomidiostomum uncinatum","nematode",1,1,1,1,"no","adult","def","no",10.75,0.25,0.527689391032661,"1st","complete"
"Equinia mamillana","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Equinia mamillana","cestode",2,2,2,1,"no","1larv","int","no",0.171,0.1571,0.0140660098675503,"1st","incomplete"
"Equinia mamillana","cestode",2,2,2,2,"no","adult","def","no",24.3333333333333,5.33333333333333,130,"2nd","incomplete"
"Eubothrium crassum","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.0603333333333333,0.038,0.0012018337229233,"propagule","incomplete"
"Eubothrium crassum","cestode",2,3,2.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Eubothrium crassum","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",2.5,NA,NA,"2nd","incomplete"
"Eubothrium crassum","cestode",2,3,2.5,3,"no","adult","def","yes",290.662106542857,2.31675,691.026333333333,"3rd","incomplete"
"Eubothrium rugosum","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.054,0.032,0.00090477868423386,"propagule","incomplete"
"Eubothrium rugosum","cestode",2,3,2.5,1,"no","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Eubothrium rugosum","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Eubothrium rugosum","cestode",2,3,2.5,3,"no","adult","def","yes",330.5,2.2715,740.9215,"3rd","incomplete"
"Eubothrium salvelini","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.0715,0.04675,0.0017547103967238,"propagule","incomplete"
"Eubothrium salvelini","cestode",2,3,2.5,1,"no","1larv","int","yes",0.401190476,0.106349206,0.00401848817970246,"1st","incomplete"
"Eubothrium salvelini","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Eubothrium salvelini","cestode",2,3,2.5,3,"no","adult","def","yes",272.25,1.67275,564.093666666667,"3rd","incomplete"
"Eucoleus aerophilus","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Eucoleus aerophilus","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Eucoleus aerophilus","nematode",1,2,1.5,2,"no","adult","def","yes",30.896,0.133,0.513737420978436,"2nd","incomplete"
"Eucoleus annulatus","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Eucoleus annulatus","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Eucoleus annulatus","nematode",2,2,2,2,"no","adult","def","no",45.0816666666667,0.0985,0.424581206185448,"2nd","incomplete"
"Eucoleus contortus","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Eucoleus contortus","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Eucoleus contortus","nematode",1,2,1.5,2,"no","adult","def","yes",38.536,0.105333333333333,0.292577921837548,"2nd","incomplete"
"Eucoleus frugilegi","nematode",2,2,2,0,NA,"embryo",NA,"no",0.18,NA,NA,"propagule","all missing"
"Eucoleus frugilegi","nematode",2,2,2,1,"no","1larv","int","no",0.24,NA,NA,"1st","all missing"
"Eucoleus frugilegi","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Eurycestus avoceti","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Eurycestus avoceti","cestode",2,2,2,1,"no","1larv","int","no",0.216,0.161,0.0186359276210947,"1st","incomplete"
"Eurycestus avoceti","cestode",2,2,2,2,"no","adult","def","no",0.8,29,23.2,"2nd","incomplete"
"Eustrongylides excisus","nematode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Eustrongylides excisus","nematode",3,3,3,1,"no","1larv","int","no",5.6,NA,NA,"1st","incomplete"
"Eustrongylides excisus","nematode",3,3,3,2,"no","2larv","int","no",NA,NA,NA,"2nd","incomplete"
"Eustrongylides excisus","nematode",3,3,3,3,"no","adult","def","no",42,1.6,84.4460105284936,"3rd","incomplete"
"Eustrongylides ignotus","nematode",2,4,3,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Eustrongylides ignotus","nematode",2,4,3,1,"paratenic","1larv","int","yes",10.53,0.1403,0.214516986712671,"1st","incomplete"
"Eustrongylides ignotus","nematode",2,4,3,2,"no","2larv","int","yes",75.7,0.37345,9.4930480115173,"2nd","incomplete"
"Eustrongylides ignotus","nematode",2,4,3,3,"paratenic","3larv","int","yes",93.4,NA,NA,"3rd","incomplete"
"Eustrongylides ignotus","nematode",2,4,3,4,"no","adult","def","yes",61.8,0.769,28.7032475162415,"4th","incomplete"
"Eustrongylides tubifex","nematode",3,4,3.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Eustrongylides tubifex","nematode",3,4,3.5,1,"no","1larv","int","yes",9.65,0.072,0.0392900143628554,"1st","incomplete"
"Eustrongylides tubifex","nematode",3,4,3.5,2,"no","2larv","int","yes",62.5333333333333,0.3845,7.47381636813624,"2nd","incomplete"
"Eustrongylides tubifex","nematode",3,4,3.5,3,"paratenic","3larv","int","yes",NA,NA,NA,"3rd","incomplete"
"Eustrongylides tubifex","nematode",3,4,3.5,4,"no","adult","def","yes",97.95,2.695,588.591673969631,"4th","incomplete"
"Fessisentis fessus","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.065,0.015,0.000510508806208341,"propagule","complete"
"Fessisentis fessus","acanthocephalan",2,2,2,1,"no","1larv","int","no",8.45,0.313,0.430890166951354,"1st","complete"
"Fessisentis fessus","acanthocephalan",2,2,2,2,"no","adult","def","no",35,1.1,33.2616122198819,"2nd","complete"
"Fessisentis friedi","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Fessisentis friedi","acanthocephalan",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Fessisentis friedi","acanthocephalan",2,2,2,2,"no","adult","def","no",11.35,0.615,3.37159945098385,"2nd","incomplete"
"Fessisentis necturorum","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Fessisentis necturorum","acanthocephalan",2,2,2,1,"no","1larv","int","no",6.75,NA,NA,"1st","incomplete"
"Fessisentis necturorum","acanthocephalan",2,2,2,2,"no","adult","def","no",8.9,0.78,4.25274255923797,"2nd","incomplete"
"Filaroides hirthi","nematode",1,1,1,0,NA,"embryo",NA,"no",0.17,NA,NA,"propagule","incomplete"
"Filaroides hirthi","nematode",1,1,1,1,"no","adult","def","no",9.9,0.084,0.0548635174652307,"1st","incomplete"
"Filaroides martis","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.292,0.015,5.16006593352123e-05,"propagule","incomplete"
"Filaroides martis","nematode",2,3,2.5,1,"no","1larv","int","yes",0.339,0.016,6.81599942122842e-05,"1st","incomplete"
"Filaroides martis","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Filaroides martis","nematode",2,3,2.5,3,"no","adult","def","yes",57,0.4,NA,"3rd","incomplete"
"Filicollis anatis","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.05,0.017,0.000445058959258554,"propagule","complete"
"Filicollis anatis","acanthocephalan",2,2,2,1,"no","1larv","int","no",0.8585,0.49225,0.22441875491133,"1st","complete"
"Filicollis anatis","acanthocephalan",2,2,2,2,"no","adult","def","no",17.87,3.255,175.043401237085,"2nd","complete"
"Fimbriaria fasciolaris","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.0339,0.0275,0.000557938128631287,"propagule","complete"
"Fimbriaria fasciolaris","cestode",2,3,2.5,1,"no","1larv","int","yes",0.157875,0.1415,0.0119222693205482,"1st","complete"
"Fimbriaria fasciolaris","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.109,0.0945,0.00539332918805028,"2nd","complete"
"Fimbriaria fasciolaris","cestode",2,3,2.5,3,"no","adult","def","yes",141.7,3.149,537.1412,"3rd","complete"
"Fimbriarioides intermedia","cestode",2,2,2,0,NA,"embryo",NA,"no",0.056,0.049,0.00143675504024173,"propagule","complete"
"Fimbriarioides intermedia","cestode",2,2,2,1,"no","1larv","int","no",0.155,0.15,0.0122522113490002,"1st","complete"
"Fimbriarioides intermedia","cestode",2,2,2,2,"no","adult","def","no",35,15,525,"2nd","complete"
"Fimbriarioides tadornae","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Fimbriarioides tadornae","cestode",2,2,2,1,"no","1larv","int","no",0.135813492,0.113761904666667,0.00808989003137162,"1st","incomplete"
"Fimbriarioides tadornae","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Flamingolepis dolguschini","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Flamingolepis dolguschini","cestode",2,2,2,1,"no","1larv","int","no",0.418,0.287,0.0628140507134255,"1st","incomplete"
"Flamingolepis dolguschini","cestode",2,2,2,2,"no","adult","def","no",5,0.42,2.1,"2nd","incomplete"
"Flamingolepis flamingo","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
