Parasite.species,Parasite.group,minLCL,maxLCL,midLCL,Host.no,Facultative,Stage,Def.int,Flex.cycle,Length,Width,Biovolume,Host.nofac,trans_to_int,trans_to_def,trans_to_fac,trans_to_human,complete_size
Stephanurus dentatus,nematode,1,2,1.5,0,NA,free larva,NA,yes,0.590333333,0.031,0.000468199,propagule,yes,no,yes,no,incomplete
Stephanurus dentatus,nematode,1,2,1.5,1,paratenic,1larv,int,yes,NA,NA,NA,1st,no,yes,no,no,incomplete
Stephanurus dentatus,nematode,1,2,1.5,2,no,adult,def,yes,33,2.61,203.990601,2nd,no,no,no,no,incomplete
Sterliadochona ephemeridarum,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Sterliadochona ephemeridarum,nematode,2,2,2,1,no,1larv,int,no,4.165,0.07,0.016028798,1st,no,yes,no,no,incomplete
Sterliadochona ephemeridarum,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Stilesia globipunctata,cestode,2,2,2,0,NA,embryo,NA,no,0.014,0.014,0.000102625,propagule,yes,no,no,no,complete
Stilesia globipunctata,cestode,2,2,2,1,no,1larv,int,no,0.14325,0.115,0.008625635,1st,no,yes,no,no,complete
Stilesia globipunctata,cestode,2,2,2,2,no,adult,def,no,525,2.5,1312.5,2nd,no,no,no,no,complete
Streptocara crassicauda,nematode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Streptocara crassicauda,nematode,2,3,2.5,1,no,1larv,int,yes,3.523333333,0.0925,0.023031212,1st,yes,no,yes,no,incomplete
Streptocara crassicauda,nematode,2,3,2.5,2,paratenic,2larv,int,yes,4.05,0.11,0.038488437,2nd,no,yes,no,no,incomplete
Streptocara crassicauda,nematode,2,3,2.5,3,no,adult,def,yes,10.04,0.2275,0.417128401,3rd,no,no,no,no,incomplete
Streptopharagus greenbergi,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Streptopharagus greenbergi,nematode,2,2,2,1,no,1larv,int,no,1.7,0.0842,0.009465923,1st,no,yes,no,no,incomplete
Streptopharagus greenbergi,nematode,2,2,2,2,no,adult,def,no,20.175,0.2547,1.090883477,2nd,no,no,no,no,incomplete
Streptopharagus kutassi,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Streptopharagus kutassi,nematode,2,2,2,1,no,1larv,int,no,2.675,0.1017,0.024266187,1st,no,yes,no,no,incomplete
Streptopharagus kutassi,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Streptopharagus pigmentatus,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Streptopharagus pigmentatus,nematode,2,2,2,1,no,1larv,int,no,2.36,0.0855,0.013549838,1st,no,yes,no,no,incomplete
Streptopharagus pigmentatus,nematode,2,2,2,2,no,adult,def,no,54.5525,1.32625,79.85126683,2nd,no,no,no,no,incomplete
Strongylus edentatus,nematode,1,1,1,0,NA,free larva,NA,no,0.79,NA,NA,propagule,no,yes,no,no,incomplete
Strongylus edentatus,nematode,1,1,1,1,no,adult,def,no,36.52,1,29.45243113,1st,no,no,no,no,incomplete
Strongylus equinus,nematode,1,1,1,0,NA,free larva,NA,no,0.98,NA,NA,propagule,no,yes,no,no,incomplete
Strongylus equinus,nematode,1,1,1,1,no,adult,def,no,40.425,1.082,38.72691781,1st,no,no,no,no,incomplete
Strongylus vulgaris,nematode,1,1,1,0,NA,free larva,NA,no,1.02,NA,NA,propagule,no,yes,no,no,incomplete
Strongylus vulgaris,nematode,1,1,1,1,no,adult,def,no,21.7625,0.777,10.43168825,1st,no,no,no,no,incomplete
Subulura bolivari,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Subulura bolivari,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,all missing
Subulura bolivari,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,all missing
Subulura jacchi,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Subulura jacchi,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Subulura jacchi,nematode,2,2,2,2,no,adult,def,no,15.65,0.616,4.664076312,2nd,no,no,no,no,incomplete
Subulura otolicni,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Subulura otolicni,nematode,2,2,2,1,no,1larv,int,no,1.3,0.22,0.049417252,1st,no,yes,no,no,incomplete
Subulura otolicni,nematode,2,2,2,2,no,adult,def,no,22.875,0.531666667,4.431619282,2nd,no,no,no,no,incomplete
Subulura williaminglisi,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Subulura williaminglisi,nematode,2,2,2,1,no,1larv,int,no,1.165,0.19,0.033031098,1st,no,yes,no,no,incomplete
Subulura williaminglisi,nematode,2,2,2,2,no,adult,def,no,24.5,NA,NA,2nd,no,no,no,no,incomplete
Sulcascaris sulcata,nematode,2,2,2,0,NA,free larva,NA,no,0.39,NA,NA,propagule,yes,no,no,no,incomplete
Sulcascaris sulcata,nematode,2,2,2,1,no,1larv,int,no,24.525,0.474428571,5.353421908,1st,no,yes,no,no,incomplete
Sulcascaris sulcata,nematode,2,2,2,2,no,adult,def,no,75.625,1.015,82.14900561,2nd,no,no,no,no,incomplete
Syncuaria squamata,nematode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Syncuaria squamata,nematode,2,3,2.5,1,no,1larv,int,yes,1.15925,0.05175,0.002446763,1st,yes,no,yes,no,incomplete
Syncuaria squamata,nematode,2,3,2.5,2,paratenic,2larv,int,yes,1.31425,0.050625,0.002683953,2nd,no,yes,no,no,incomplete
Syncuaria squamata,nematode,2,3,2.5,3,no,adult,def,yes,27.05,0.698333333,10.39784931,3rd,no,no,no,no,incomplete
Syngamus trachea,nematode,1,2,1.5,0,NA,embryo,NA,yes,0.2939,0.0153,5.66E-05,propagule,yes,no,yes,no,complete
Syngamus trachea,nematode,1,2,1.5,1,paratenic,1larv,int,yes,0.274,0.015,4.84E-05,1st,no,yes,no,no,complete
Syngamus trachea,nematode,1,2,1.5,2,no,adult,def,yes,11,0.43875,1.63939472,2nd,no,no,no,no,complete
Syphacia muris,nematode,1,1,1,0,NA,embryo,NA,no,NA,NA,NA,propagule,no,yes,no,no,incomplete
Syphacia muris,nematode,1,1,1,1,no,adult,def,no,3.052,0.207333333,0.11576797,1st,no,no,no,no,incomplete
Syphacia obvelata,nematode,1,1,1,0,NA,embryo,NA,no,NA,NA,NA,propagule,no,yes,no,no,incomplete
Syphacia obvelata,nematode,1,1,1,1,no,adult,def,no,4.5105,0.2803,0.301535027,1st,no,no,no,no,incomplete
Taenia acinonyxi,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Taenia acinonyxi,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Taenia acinonyxi,cestode,2,2,2,2,no,adult,def,no,295,3.1,1085,2nd,no,no,no,no,incomplete
Taenia arctos,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Taenia arctos,cestode,2,2,2,1,no,1larv,int,no,6.5,4,13.61356817,1st,no,yes,no,no,incomplete
Taenia arctos,cestode,2,2,2,2,no,adult,def,no,650,6.3,4095,2nd,no,no,no,no,incomplete
Taenia asiatica,cestode,2,2,2,0,NA,embryo,NA,no,0.019,0.016,0.000159174,propagule,yes,no,no,no,complete
Taenia asiatica,cestode,2,2,2,1,no,1larv,int,no,2.57,2.045666667,3.190957546,1st,no,yes,no,yes,complete
Taenia asiatica,cestode,2,2,2,2,no,adult,def,no,3315,7.75,27897.5,2nd,no,no,no,no,complete
Taenia crocutae,cestode,2,2,2,0,NA,embryo,NA,no,0.02345,0.01695,0.000221472,propagule,yes,no,no,no,complete
Taenia crocutae,cestode,2,2,2,1,no,1larv,int,no,8.5,3.5,15.57706357,1st,no,yes,no,no,complete
Taenia crocutae,cestode,2,2,2,2,no,adult,def,no,1500,7.42,11130,2nd,no,no,no,no,complete
Taenia gonyamai,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Taenia gonyamai,cestode,2,2,2,1,no,1larv,int,no,4,NA,NA,1st,no,yes,no,no,incomplete
Taenia gonyamai,cestode,2,2,2,2,no,adult,def,no,399.1666667,7.916666667,3178.958333,2nd,no,no,no,no,incomplete
Taenia hyaenae,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Taenia hyaenae,cestode,2,2,2,1,no,1larv,int,no,10.66666667,6.75,328.2964323,1st,no,yes,no,no,incomplete
Taenia hyaenae,cestode,2,2,2,2,no,adult,def,no,203.3333333,7.25,1850,2nd,no,no,no,no,incomplete
Taenia hydatigena,cestode,2,2,2,0,NA,embryo,NA,no,0.03845,0.02945,0.000593345,propagule,yes,no,no,no,complete
Taenia hydatigena,cestode,2,2,2,1,no,1larv,int,no,24.58333333,18.75,260.424941,1st,no,yes,no,no,complete
Taenia hydatigena,cestode,2,2,2,2,no,adult,def,no,1273.15,6,5490.666667,2nd,no,no,no,no,complete
Taenia laticollis,cestode,2,2,2,0,NA,embryo,NA,no,0.0292,0.0217,0.000331773,propagule,yes,no,no,no,incomplete
Taenia laticollis,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Taenia laticollis,cestode,2,2,2,2,no,adult,def,no,120.5,2.4,237.6666667,2nd,no,no,no,no,incomplete
Taenia macrocystis,cestode,2,2,2,0,NA,embryo,NA,no,0.0284,0.0179,0.000266177,propagule,yes,no,no,no,incomplete
Taenia macrocystis,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Taenia macrocystis,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Taenia madoquae,cestode,2,2,2,0,NA,embryo,NA,no,0.0255,0.0175,0.000233656,propagule,yes,no,no,no,incomplete
Taenia madoquae,cestode,2,2,2,1,no,1larv,int,no,7,NA,NA,1st,no,yes,no,no,incomplete
Taenia madoquae,cestode,2,2,2,2,no,adult,def,no,120,3.69,442.8,2nd,no,no,no,no,incomplete
Taenia martis,cestode,2,2,2,0,NA,embryo,NA,no,0.01995,0.0249,0.000324636,propagule,yes,no,no,no,complete
Taenia martis,cestode,2,2,2,1,no,1larv,int,no,34.86153846,7.722222222,282.6444444,1st,no,yes,no,no,complete
Taenia martis,cestode,2,2,2,2,no,adult,def,no,158.8571429,2.25,471.375,2nd,no,no,no,no,complete
Taenia olngojinei,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Taenia olngojinei,cestode,2,2,2,1,no,1larv,int,no,25,NA,NA,1st,no,yes,no,no,incomplete
Taenia olngojinei,cestode,2,2,2,2,no,adult,def,no,435,3.75,1631.25,2nd,no,no,no,no,incomplete
Taenia omissa,cestode,2,2,2,0,NA,embryo,NA,no,0.0289,0.0224,0.000338957,propagule,yes,no,no,no,complete
Taenia omissa,cestode,2,2,2,1,no,1larv,int,no,12.4,7.3,37.45825641,1st,no,yes,no,no,complete
Taenia omissa,cestode,2,2,2,2,no,adult,def,no,562,11,6182,2nd,no,no,no,no,complete
Taenia ovis/krabbei,cestode,2,2,2,0,NA,embryo,NA,no,0.01975,0.01425,0.000160713,propagule,yes,no,no,no,complete
Taenia ovis/krabbei,cestode,2,2,2,1,no,1larv,int,no,6.666666667,3.25,11.65007276,1st,no,yes,no,no,complete
Taenia ovis/krabbei,cestode,2,2,2,2,no,adult,def,no,1342,5.021428572,6198,2nd,no,no,no,no,complete
Taenia parenchymatosa,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Taenia parenchymatosa,cestode,2,2,2,1,no,1larv,int,no,5.85,NA,NA,1st,no,yes,no,no,all missing
Taenia parenchymatosa,cestode,2,2,2,2,no,adult,def,no,730,NA,NA,2nd,no,no,no,no,all missing
Taenia pisiformis,cestode,2,2,2,0,NA,embryo,NA,no,0.0346,0.0326,0.000590598,propagule,yes,no,no,no,complete
Taenia pisiformis,cestode,2,2,2,1,no,1larv,int,no,8.975,5.5,25.13274123,1st,no,yes,no,no,complete
Taenia pisiformis,cestode,2,2,2,2,no,adult,def,no,960.3333333,4.25,3319.25,2nd,no,no,no,no,complete
Taenia regis,cestode,2,2,2,0,NA,embryo,NA,no,0.0315,0.023,0.000379347,propagule,yes,no,no,no,complete
Taenia regis,cestode,2,2,2,1,no,1larv,int,no,23.75,5,490.8738521,1st,no,yes,no,no,complete
Taenia regis,cestode,2,2,2,2,no,adult,def,no,452.5,6,2786.25,2nd,no,no,no,no,complete
Taenia rileyi,cestode,2,2,2,0,NA,embryo,NA,no,0.0341,0.0281,0.000501718,propagule,yes,no,no,no,incomplete
Taenia rileyi,cestode,2,2,2,1,no,1larv,int,no,5.67,NA,NA,1st,no,yes,no,no,incomplete
Taenia rileyi,cestode,2,2,2,2,no,adult,def,no,320,4.9,1571,2nd,no,no,no,no,incomplete
Taenia saginata,cestode,2,2,2,0,NA,embryo,NA,no,0.0329,0.0249,0.000428937,propagule,yes,no,no,no,incomplete
Taenia saginata,cestode,2,2,2,1,no,1larv,int,no,6.933333333,4.6,16.28653991,1st,no,yes,no,yes,incomplete
Taenia saginata,cestode,2,2,2,2,no,adult,def,no,7081.5,13,NA,2nd,no,no,no,no,incomplete
Taenia simbae,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Taenia simbae,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Taenia simbae,cestode,2,2,2,2,no,adult,def,no,700,8.5,5950,2nd,no,no,no,no,incomplete
Taenia solium,cestode,2,2,2,0,NA,embryo,NA,no,0.0214,NA,NA,propagule,yes,no,no,yes,incomplete
Taenia solium,cestode,2,2,2,1,no,1larv,int,no,11.68333333,6.1,45.69970113,1st,no,yes,no,yes,incomplete
Taenia solium,cestode,2,2,2,2,no,adult,def,no,3312.833333,8.5,NA,2nd,no,no,no,no,incomplete
Taenia taeniaeformis,cestode,2,2,2,0,NA,embryo,NA,no,0.0228,0.0228,0.000276293,propagule,yes,no,no,no,incomplete
Taenia taeniaeformis,cestode,2,2,2,1,no,1larv,int,no,114.95,3.55,450.415,1st,no,yes,no,no,incomplete
Taenia taeniaeformis,cestode,2,2,2,2,no,adult,def,no,375,NA,NA,2nd,no,no,no,no,incomplete
Taenia taxidiensis,cestode,2,2,2,0,NA,embryo,NA,no,0.0175,NA,NA,propagule,yes,no,no,no,incomplete
Taenia taxidiensis,cestode,2,2,2,1,no,1larv,int,no,3.265,NA,NA,1st,no,yes,no,no,incomplete
Taenia taxidiensis,cestode,2,2,2,2,no,adult,def,no,385,2.5,820,2nd,no,no,no,no,incomplete
Tanaorhamphus longirostris,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tanaorhamphus longirostris,acanthocephalan,2,2,2,1,no,1larv,int,no,0.6505,0.163,NA,1st,no,yes,no,no,incomplete
Tanaorhamphus longirostris,acanthocephalan,2,2,2,2,no,adult,def,no,6,0.63,1.870347186,2nd,no,no,no,no,incomplete
Tarsubulura perarmata,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tarsubulura perarmata,nematode,2,2,2,1,no,1larv,int,no,1.1,0.115,0.01142558,1st,no,yes,no,no,incomplete
Tarsubulura perarmata,nematode,2,2,2,2,no,adult,def,no,14.257,0.38,1.891852331,2nd,no,no,no,no,incomplete
Tatria biremis,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tatria biremis,cestode,2,2,2,1,no,1larv,int,no,0.20375,0.1242,0.01325006,1st,no,yes,no,no,incomplete
Tatria biremis,cestode,2,2,2,2,no,adult,def,no,3.022,0.7,1.96175,2nd,no,no,no,no,incomplete
Tegorhynchus furcatus,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tegorhynchus furcatus,acanthocephalan,2,2,2,1,no,1larv,int,no,6.15,0.45,0.978115238,1st,no,yes,no,no,incomplete
Tegorhynchus furcatus,acanthocephalan,2,2,2,2,no,adult,def,no,13.55,0.485,2.503298584,2nd,no,no,no,no,incomplete
Teladorsagia circumcincta,nematode,1,1,1,0,NA,free larva,NA,no,0.8169,NA,NA,propagule,no,yes,no,no,incomplete
Teladorsagia circumcincta,nematode,1,1,1,1,no,adult,def,no,10.15,0.13,0.146005519,1st,no,no,no,no,incomplete
Tetrabothrius erostris,cestode,3,3,3,0,NA,embryo,NA,no,0.042,0.038,0.000835664,propagule,yes,no,no,no,incomplete
Tetrabothrius erostris,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,incomplete
Tetrabothrius erostris,cestode,3,3,3,2,no,2larv,int,no,0.82,0.18,0.020866458,2nd,no,yes,no,no,incomplete
Tetrabothrius erostris,cestode,3,3,3,3,no,adult,def,no,102.25,2.565,247.3725,3rd,no,no,no,no,incomplete
Tetrabothrius sp.,cestode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Tetrabothrius sp.,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,all missing
Tetrabothrius sp.,cestode,3,3,3,2,no,2larv,int,no,0.435,NA,NA,2nd,no,yes,no,no,all missing
Tetrabothrius sp.,cestode,3,3,3,3,no,adult,def,no,NA,NA,NA,3rd,no,no,no,no,all missing
Tetrameres americana,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tetrameres americana,nematode,2,2,2,1,no,1larv,int,no,1.833333333,0.06,0.005230752,1st,no,yes,no,no,incomplete
Tetrameres americana,nematode,2,2,2,2,no,adult,def,no,3.575,2.2,4.089306437,2nd,no,no,no,no,incomplete
Tetrameres cardinalis,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tetrameres cardinalis,nematode,2,2,2,1,no,1larv,int,no,0.8,0.038,0.000907292,1st,no,yes,no,no,incomplete
Tetrameres cardinalis,nematode,2,2,2,2,no,adult,def,no,4.6,3.4,8.18908485,2nd,no,no,no,no,incomplete
Tetrameres confusa,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tetrameres confusa,nematode,2,2,2,1,no,1larv,int,no,1.65,NA,NA,1st,no,yes,no,no,incomplete
Tetrameres confusa,nematode,2,2,2,2,no,adult,def,no,4,2.5,5.235987756,2nd,no,no,no,no,incomplete
Tetrameres crami,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tetrameres crami,nematode,2,2,2,1,no,1larv,int,no,0.9305,0.039,0.001111567,1st,no,yes,no,no,incomplete
Tetrameres crami,nematode,2,2,2,2,no,adult,def,no,2.375,1.7,2.114030056,2nd,no,no,no,no,incomplete
Tetrameres fissispina,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tetrameres fissispina,nematode,2,2,2,1,no,1larv,int,no,1.3255,0.061,0.003802129,1st,no,yes,no,no,incomplete
Tetrameres fissispina,nematode,2,2,2,2,no,adult,def,no,2.68,1.73,2.620795131,2nd,no,no,no,no,incomplete
Tetrameres mohtedai,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tetrameres mohtedai,nematode,2,2,2,1,no,1larv,int,no,1.695,0.05,0.003318307,1st,no,yes,no,no,incomplete
Tetrameres mohtedai,nematode,2,2,2,2,no,adult,def,no,4.82,2.58,5.997928694,2nd,no,no,no,no,incomplete
Tetrameres pattersoni,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Tetrameres pattersoni,nematode,2,2,2,1,no,1larv,int,no,1.4,NA,NA,1st,no,yes,no,no,incomplete
Tetrameres pattersoni,nematode,2,2,2,2,no,adult,def,no,5,2.15,5.628686838,2nd,no,no,no,no,incomplete
Thelastoma bulhoesi,nematode,1,1,1,0,NA,embryo,NA,no,NA,NA,NA,propagule,no,yes,no,no,incomplete
Thelastoma bulhoesi,nematode,1,1,1,1,no,adult,def,no,2.7155,0.2041,0.088843508,1st,no,no,no,no,incomplete
Thubunaea baylisi,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Thubunaea baylisi,nematode,2,2,2,1,no,1larv,int,no,6.6,0.158,0.129404086,1st,no,yes,no,no,incomplete
Thubunaea baylisi,nematode,2,2,2,2,no,adult,def,no,16.45,0.282,1.027434158,2nd,no,no,no,no,incomplete
Thysaniezia giardi,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Thysaniezia giardi,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Thysaniezia giardi,cestode,2,2,2,2,no,adult,def,no,3000,8.7,26100,2nd,no,no,no,no,incomplete
Toxascaris leonina,nematode,1,2,1.5,0,NA,embryo,NA,yes,0.2165,0.015,3.90E-05,propagule,yes,no,yes,no,complete
Toxascaris leonina,nematode,1,2,1.5,1,paratenic,1larv,int,yes,0.719214286,0.04005,0.001049135,1st,no,yes,no,no,complete
Toxascaris leonina,nematode,1,2,1.5,2,no,adult,def,yes,68.53333333,1.06,82.33305385,2nd,no,no,no,no,complete
Toxocara canis,nematode,1,2,1.5,0,NA,embryo,NA,yes,0.392666667,0.018666667,0.000107419,propagule,yes,no,yes,no,complete
Toxocara canis,nematode,1,2,1.5,1,paratenic,1larv,int,yes,0.417534935,0.019746725,0.000119161,1st,no,yes,no,no,complete
Toxocara canis,nematode,1,2,1.5,2,no,adult,def,yes,94.3,1.362,159.0923411,2nd,no,no,no,no,complete
Toxocara cati,nematode,1,2,1.5,0,NA,embryo,NA,yes,0.3865,0.0155,7.32E-05,propagule,yes,no,yes,no,complete
Toxocara cati,nematode,1,2,1.5,1,paratenic,1larv,int,yes,0.412766169,0.016,8.22E-05,1st,no,yes,no,no,complete
Toxocara cati,nematode,1,2,1.5,2,no,adult,def,yes,76,0.7,29.2482276,2nd,no,no,no,no,complete
Toxocara mackerrasae,nematode,1,1,1,0,NA,embryo,NA,no,0.4845,0.0185,0.000130235,propagule,no,yes,no,no,complete
Toxocara mackerrasae,nematode,1,1,1,1,no,adult,def,no,51,0.96,36.91497032,1st,no,no,no,no,complete
Toxocara pteropodis,nematode,1,1,1,0,NA,embryo,NA,no,NA,NA,NA,propagule,no,yes,no,no,incomplete
Toxocara pteropodis,nematode,1,1,1,1,no,adult,def,no,111,1.9475,347.1204333,1st,no,no,no,no,incomplete
Toxocara vitulorum,nematode,1,1,1,0,NA,embryo,NA,no,0.3715,0.019,0.000105331,propagule,no,yes,no,no,complete
Toxocara vitulorum,nematode,1,1,1,1,no,adult,def,no,232.5833333,4.688,4929.290726,1st,no,no,no,no,complete
Travassosascaris araujoi,nematode,2,2,2,0,NA,embryo,NA,no,0.458,NA,NA,propagule,yes,no,no,no,incomplete
Travassosascaris araujoi,nematode,2,2,2,1,no,1larv,int,no,4.9,NA,NA,1st,no,yes,no,no,incomplete
Travassosascaris araujoi,nematode,2,2,2,2,no,adult,def,no,127.5,1.85,342.7232148,2nd,no,no,no,no,incomplete
Triaenophorus crassus,cestode,3,3,3,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Triaenophorus crassus,cestode,3,3,3,1,no,1larv,int,no,0.220626877,0.056234133,0.000350824,1st,yes,no,no,no,incomplete
Triaenophorus crassus,cestode,3,3,3,2,no,2larv,int,no,18,1,6,2nd,no,yes,no,no,incomplete
Triaenophorus crassus,cestode,3,3,3,3,no,adult,def,no,302.5,3.1,821.5,3rd,no,no,no,no,incomplete
Triaenophorus nodulosus,cestode,3,3,3,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Triaenophorus nodulosus,cestode,3,3,3,1,no,1larv,int,no,0.7,NA,NA,1st,yes,no,no,no,incomplete
Triaenophorus nodulosus,cestode,3,3,3,2,no,2larv,int,no,32.75,0.83,13.815,2nd,no,yes,no,no,incomplete
Triaenophorus nodulosus,cestode,3,3,3,3,no,adult,def,no,205,3,623.75,3rd,no,no,no,no,incomplete
Triaenophorus stizostedionis,cestode,3,3,3,0,NA,free larva,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Triaenophorus stizostedionis,cestode,3,3,3,1,no,1larv,int,no,0.0965,NA,NA,1st,yes,no,no,no,incomplete
Triaenophorus stizostedionis,cestode,3,3,3,2,no,2larv,int,no,16,NA,NA,2nd,no,yes,no,no,incomplete
Triaenophorus stizostedionis,cestode,3,3,3,3,no,adult,def,no,250,3,750,3rd,no,no,no,no,incomplete
Trichosomoides crassicauda,nematode,1,1,1,0,NA,embryo,NA,no,0.2785,0.011,2.90E-05,propagule,no,yes,no,no,complete
Trichosomoides crassicauda,nematode,1,1,1,1,no,adult,def,no,11.75,0.2,0.369137137,1st,no,no,no,no,complete
Trichospirura leptostoma,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Trichospirura leptostoma,nematode,2,2,2,1,no,1larv,int,no,0.98,0.012,0.000110835,1st,no,yes,no,no,incomplete
Trichospirura leptostoma,nematode,2,2,2,2,no,adult,def,no,16,0.35,1.5393804,2nd,no,no,no,no,incomplete
Trichostrongylus axei,nematode,1,1,1,0,NA,free larva,NA,no,0.68125,NA,NA,propagule,no,yes,no,no,incomplete
Trichostrongylus axei,nematode,1,1,1,1,no,adult,def,no,4.92,0.05125,0.010756249,1st,no,no,no,no,incomplete
Trichostrongylus colubriformis,nematode,1,1,1,0,NA,free larva,NA,no,0.71825,NA,NA,propagule,no,yes,no,no,incomplete
Trichostrongylus colubriformis,nematode,1,1,1,1,no,adult,def,no,7.28,0.085,0.057214685,1st,no,no,no,no,incomplete
Trichostrongylus retortaeformis,nematode,1,1,1,0,NA,free larva,NA,no,0.597142857,0.019,0.000138929,propagule,no,yes,no,no,complete
Trichostrongylus retortaeformis,nematode,1,1,1,1,no,adult,def,no,6.648833333,0.073,0.028440019,1st,no,no,no,no,complete
Trichostrongylus rugatus,nematode,1,1,1,0,NA,free larva,NA,no,0.63415,0.018,0.000150137,propagule,no,yes,no,no,complete
Trichostrongylus rugatus,nematode,1,1,1,1,no,adult,def,no,6.005,0.075,0.026861564,1st,no,no,no,no,complete
Trichostrongylus sigmodontis,nematode,1,1,1,0,NA,free larva,NA,no,0.675,0.024,0.000305363,propagule,no,yes,no,no,complete
Trichostrongylus sigmodontis,nematode,1,1,1,1,no,adult,def,no,4.5525,0.07625,0.020815997,1st,no,no,no,no,complete
Trichostrongylus skrjabini,nematode,1,1,1,0,NA,free larva,NA,no,NA,NA,NA,propagule,no,yes,no,no,all missing
Trichostrongylus skrjabini,nematode,1,1,1,1,no,adult,def,no,NA,NA,NA,1st,no,no,no,no,all missing
